Video ID,Segment ID,Modality,Start frame,End frame,Start time(s),End time(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position
134,134_3,Unimodal(Video),373,533,12.45,17.78,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,3
134,134_4,Unimodal(Video),561,752,18.72,25.09,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,4
134,134_5,"Multimodal(Video, Text)",753,1285,25.13,42.88,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,5
134,134_6,Unimodal(Video),1286,1300,42.91,43.38,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,6
134,134_7,Unimodal(Video),1301,1692,43.41,56.46,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,7
134,134_8,Unimodal(Video),1693,1778,56.49,59.33,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,8
134,134_9,Unimodal(Video),1779,2199,59.36,73.37,non-violent,0,News,,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,9
134,134_10,Unimodal(Video),2200,2216,73.41,73.94,violent,1,Self-filmed,,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,10
134,134_11,Unimodal(Video),2217,2324,73.97,77.54,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,11
134,134_12,Unimodal(Video),2325,2408,77.58,80.35,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,12
134,134_13,Unimodal(Video),2409,2490,80.38,83.08,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,13
134,134_14,Unimodal(Video),2491,2520,83.12,84.08,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,14
134,134_15,"Multimodal(Video, Text)",2521,2866,84.12,95.63,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,15
134,134_16,Unimodal(Video),2867,2973,95.66,99.2,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,16
134,134_17,"Multimodal(Video, Text)",2974,3502,99.23,116.85,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,17
134,134_18,"Multimodal(Video, Text)",3503,3579,116.88,119.42,violent,1,Self-filmed,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,18
134,134_19,"Multimodal(Video, Text)",3586,4399,119.65,146.78,none,,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,19
134,134_20,Unimodal(Video),4421,4423,147.51,147.58,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,20
134,134_21,"Multimodal(Video, Text)",4424,4699,147.61,156.79,none,,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,21
134,134_22,"Multimodal(Video, Text)",4700,4773,156.82,159.26,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,22
135,135_2,Unimodal(Video),150,179,6,7.16,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,2
135,135_3,"Multimodal(Video, Text)",180,255,7.2,10.2,non-violent,0,Dashcam,Violent,shootout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,3
135,135_4,"Multimodal(Video, Text)",256,306,10.24,12.24,non-violent,0,Dashcam,Violent,shootout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,4
135,135_5,Unimodal(Video),307,452,12.28,18.08,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,5
135,135_6,Unimodal(Video),453,540,18.12,21.6,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,6
135,135_7,"Multimodal(Video, Text)",541,665,21.64,26.6,violent,1,Dashcam,Violent,handgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,7
135,135_8,Unimodal(Video),666,842,26.64,33.68,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,8
135,135_9,Unimodal(Video),843,978,33.72,39.12,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,9
135,135_10,Unimodal(Video),979,1007,39.16,40.28,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,10
135,135_11,Unimodal(Video),1008,1043,40.32,41.72,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,11
135,135_12,"Multimodal(Video, Text)",1044,1168,41.76,46.72,non-violent,0,Dashcam,Violent,assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,12
135,135_13,Unimodal(Video),1169,1220,46.76,48.8,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,13
135,135_14,Unimodal(Video),1221,1252,48.84,50.08,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,14
135,135_15,Unimodal(Video),1253,1350,50.12,54,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,15
135,135_16,Unimodal(Video),1351,1378,54.04,55.12,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,16
135,135_17,"Multimodal(Video, Text)",1379,1416,55.16,56.64,violent,1,Dashcam,Violent,shootout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,17
135,135_18,"Multimodal(Video, Text)",1417,1504,56.68,60.16,non-violent,0,Dashcam,Violent,shootout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,18
135,135_19,Unimodal(Video),1505,1525,60.2,61,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,19
135,135_20,Unimodal(Video),1533,1672,61.32,66.88,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135_Dramatic shootout between driver and passenger on moving bus caught on CCTV.mp4,20
136,136_1,Unimodal(Video),0,81,0,2.7,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136_Video captures moment car drives into crowded Liverpool street parade.mp4,1
136,136_2,"Multimodal(Video, Text)",82,473,2.74,15.78,non-violent,0,News,Violent,STRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136_Video captures moment car drives into crowded Liverpool street parade.mp4,2
136,136_3,Unimodal(Video),474,478,15.82,15.95,none,,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136_Video captures moment car drives into crowded Liverpool street parade.mp4,3
136,136_4,"Multimodal(Video, Text)",479,759,15.98,25.33,non-violent,0,Self-filmed,Violent,STRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136_Video captures moment car drives into crowded Liverpool street parade.mp4,4
136,136_5,"Multimodal(Video, Text)",760,2591,25.36,86.45,non-violent,0,News,Violent,STRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136_Video captures moment car drives into crowded Liverpool street parade.mp4,5
137,137_1,Unimodal(Video),0,36,0,1.21,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,1
137,137_2,Unimodal(Video),37,52,1.24,1.74,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,2
137,137_3,Unimodal(Video),53,382,1.78,12.81,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,3
137,137_4,Unimodal(Video),383,426,12.85,14.29,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,4
137,137_5,Unimodal(Video),427,654,14.32,21.94,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,5
137,137_6,"Multimodal(Video, Text)",655,1234,21.97,41.39,non-violent,0,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,6
137,137_7,Unimodal(Video),1235,1242,41.42,41.66,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,7
137,137_8,Unimodal(Video),1243,1298,41.69,43.54,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,8
137,137_9,"Multimodal(Video, Text)",1299,1376,43.57,46.15,violent,1,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,9
137,137_10,"Multimodal(Video, Text)",1377,1380,46.19,46.29,non-violent,0,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,10
137,137_11,"Multimodal(Video, Text)",1388,1521,46.56,51.02,non-violent,0,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,11
137,137_12,"Multimodal(Video, Text)",1529,1641,51.28,55.04,violent,1,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,12
137,137_13,"Multimodal(Video, Text)",1644,2043,55.14,68.52,non-violent,0,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,13
137,137_14,"Multimodal(Video, Text)",2044,2110,68.56,70.77,violent,1,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,14
137,137_15,"Multimodal(Video, Text)",2180,2323,73.12,77.92,violent,1,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,15
137,137_16,"Multimodal(Video, Text)",2333,2435,78.25,81.67,non-violent,0,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,16
137,137_17,"Multimodal(Video, Text)",2436,2486,81.71,83.38,violent,1,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,17
137,137_18,"Multimodal(Video, Text)",2487,2537,83.42,85.09,non-violent,0,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,18
137,137_19,"Multimodal(Video, Text)",2538,2772,85.13,92.98,violent,1,Self-filmed,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,19
137,137_20,Unimodal(Video),2773,2775,93.01,93.08,none,,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,20
137,137_21,Unimodal(Video),2776,2794,93.11,93.71,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,21
137,137_22,Unimodal(Video),2795,2824,93.75,94.72,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,22
137,137_23,Unimodal(Video),2825,2894,94.75,97.07,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,23
137,137_24,"Multimodal(Video, Text)",2895,3043,97.1,102.07,non-violent,0,News,Violent, ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,24
137,137_25,Unimodal(Video),3044,3240,102.1,108.67,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,25
137,137_26,Unimodal(Video),3241,3248,108.71,108.94,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137_Update on man attacked Sunday night.mp4,26
138,138_1,"Multimodal(Video, Sound)",0,9,0,0.38,violent,1,News,,,,Violent,Gunshot,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,1
138,138_2,"Multimodal(Video, Sound, Text)",10,26,0.42,1.08,violent,1,News,Violent,OPENS FIRE,,Violent,Gunshot,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,2
138,138_3,"Multimodal(Video, Text)",36,42,1.5,1.75,non-violent,0,CCTV,Violent,OPENS FIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,3
138,138_4,Unimodal(Video),43,48,1.79,2,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,4
138,138_5,"Multimodal(Video, Text)",49,114,2.04,4.75,non-violent,0,CCTV,Violent,OPENS FIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,5
138,138_6,Unimodal(Video),115,496,4.8,20.69,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,6
138,138_7,Unimodal(Video),497,515,20.73,21.48,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,7
138,138_8,Unimodal(Video),516,592,21.52,24.69,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,8
138,138_9,Unimodal(Video),593,610,24.73,25.44,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,9
138,138_10,Unimodal(Video),611,870,25.48,36.29,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,10
138,138_11,"Multimodal(Video, Sound)",871,999,36.33,41.67,violent,1,CCTV,,,,Violent,Gunshot,935,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,11
138,138_12,Unimodal(Video),1000,1022,41.71,42.63,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,12
138,138_13,Unimodal(Video),1023,1214,42.67,50.63,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,13
138,138_14,"Multimodal(Video, Text)",1215,1266,50.68,52.8,non-violent,0,News,Violent,SHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,14
138,138_15,"Multimodal(Video, Sound)",1267,1352,52.84,56.39,none,,News,,,,Violent,Gunshot,1343,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,15
138,138_16,"Multimodal(Video, Sound)",1353,1427,56.43,59.52,violent,1,CCTV,,,,Violent,Gunshot,1353,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138_Drive-Thru Horror Employee Opens Fire on Family.mp4,16
139,139_1,"Multimodal(Video, Text)",0,17,0,0.57,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,1
139,139_2,Unimodal(Video),18,21,0.6,0.7,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,2
139,139_3,Unimodal(Video),51,252,1.7,8.41,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,3
139,139_4,"Multimodal(Video, Text)",253,621,8.44,20.72,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,4
139,139_5,Unimodal(Video),622,683,20.75,22.79,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,5
139,139_6,Unimodal(Video),684,697,22.82,23.26,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,6
139,139_7,Unimodal(Video),698,848,23.29,28.29,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,7
139,139_8,Unimodal(Video),849,904,28.33,30.16,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,8
139,139_9,Unimodal(Video),905,926,30.2,30.9,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,9
139,139_10,Unimodal(Video),927,1226,30.93,40.91,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,10
139,139_11,Unimodal(Video),1227,1266,40.94,42.24,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,11
139,139_12,Unimodal(Video),1267,1307,42.28,43.61,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,12
139,139_13,Unimodal(Video),1308,1889,43.64,63.03,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,13
139,139_14,Unimodal(Video),1895,2409,63.23,80.38,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,14
139,139_15,Unimodal(Video),2410,2470,80.41,82.42,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,15
139,139_16,"Multimodal(Video, Text)",2471,2640,82.45,88.09,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,16
139,139_17,Unimodal(Video),2641,2805,88.12,93.59,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139_Man sought in random assault of grocery store patron.mp4,17
140,140_1,Unimodal(Video),0,7,0,0.28,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,1
140,140_2,"Multimodal(Video, Text)",8,84,0.32,3.36,violent,1,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,2
140,140_3,"Multimodal(Video, Text)",85,122,3.4,4.88,non-violent,0,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,3
140,140_4,"Multimodal(Video, Text)",123,199,4.92,7.96,violent,1,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,4
140,140_5,"Multimodal(Video, Text)",200,256,8,10.24,non-violent,0,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,5
140,140_6,"Multimodal(Video, Text)",257,329,10.28,13.16,violent,1,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,6
140,140_7,"Multimodal(Video, Text)",330,383,13.2,15.32,non-violent,0,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,7
140,140_8,"Multimodal(Video, Text)",384,392,15.36,15.68,violent,1,Combination,Violent,ATTACK,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140_92-old-woman attack outside a Williamstown supermarket  7NEWS.mp4,8
