Video ID,Segment ID,Modality,Start frame,End frame,Duration(frames),Start time(s),End time(s),Duration(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position
105,105_7,Unimodal(Video),738,999,262,30.75,41.62,10.87,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105_Crimestoppers violent shoplifting.mp4,7
105,105_8,Unimodal(Video),1003,1538,536,41.79,64.08,22.29,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105_Crimestoppers violent shoplifting.mp4,8
106,106_1,Unimodal(Video),0,30,31,0,1,1,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",1
106,106_2,Unimodal(Video),31,697,667,1.03,23.26,22.23,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",2
106,106_3,"Multimodal(Video, Text)",698,972,275,23.29,32.43,9.14,non-violent,0,News,Violent,"SHOPLIFTING, VIOLENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",3
106,106_4,Unimodal(Video),973,2720,1748,32.47,90.76,58.29,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",4
107,107_1,Unimodal(Video),0,17,18,0,0.57,0.57,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,1
107,107_2,Unimodal(Video),18,741,724,0.6,24.72,24.12,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,2
107,107_3,Unimodal(Video),742,1115,374,24.76,37.2,12.44,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,3
107,107_4,Unimodal(Video),1116,1341,226,37.24,44.74,7.5,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,4
107,107_5,"Multimodal(Video, Sound)",1342,1394,53,44.78,46.51,1.73,non-violent,0,CCTV,,Help! Help!,,Violent,Screaming,1342,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,5
107,107_6,Unimodal(Video),1395,2254,860,46.55,75.21,28.66,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,6
107,107_7,Unimodal(Video),2255,2272,18,75.24,75.81,0.57,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,7
108,108_1,"Multimodal(Video, Text)",0,129,130,0,4.3,4.3,violent,1,CCTV,Violent,brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1
108,108_2,"Multimodal(Video, Text)",130,229,100,4.34,7.64,3.3,violent,1,CCTV,Violent,confrontation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",2
108,108_3,"Multimodal(Video, Text)",230,329,100,7.67,10.98,3.31,violent,1,CCTV,Violent,fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",3
108,108_4,"Multimodal(Video, Text)",330,429,100,11.01,14.31,3.3,violent,1,CCTV,Violent,"punching, kicking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",4
108,108_5,Unimodal(Video),430,529,100,14.35,17.65,3.3,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",5
108,108_6,Unimodal(Video),530,629,100,17.68,20.99,3.31,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",6
108,108_7,"Multimodal(Video, Text)",630,729,100,21.02,24.32,3.3,violent,1,CCTV,Violent,stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",7
108,108_8,Unimodal(Video),730,871,142,24.36,29.06,4.7,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",8
108,108_9,"Multimodal(Video, Text)",872,971,100,29.1,32.4,3.3,violent,1,CCTV,Violent,brawling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",9
108,108_10,Unimodal(Video),972,1212,241,32.43,40.44,8.01,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",10
108,108_11,"Multimodal(Video, Text)",1213,1312,100,40.47,43.78,3.31,violent,1,CCTV,Violent,arrested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",11
108,108_12,Unimodal(Video),1313,1412,100,43.81,47.11,3.3,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",12
108,108_13,"Multimodal(Video, Text)",1413,1512,100,47.15,50.45,3.3,violent,1,CCTV,Violent,"violent, disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",13
108,108_14,Unimodal(Video),1513,1617,105,50.48,53.95,3.47,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",14
108,108_15,Unimodal(Video),1618,1629,12,53.99,54.35,0.36,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",15
109,109_1,Unimodal(Video),6,304,299,0.24,12.16,11.92,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109_Public transport violence.mp4,1
109,109_2,"Multimodal(Video, Sound)",305,1323,1019,12.2,52.92,40.72,non-violent,0,Self-filmed,,,,Violent,Shouting,1050,1323,Violent,Shouting,1250,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109_Public transport violence.mp4,2
109,109_3,"Multimodal(Video, Sound)",1324,1819,496,52.96,72.76,19.8,non-violent,0,Self-filmed,,,,Violent,Shouting,1324,1819,Violent,Shouting,1324,1375,Violent,Others,1400,1400,Violent,Shouting,1450,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109_Public transport violence.mp4,3
109,109_4,"Multimodal(Video, Sound)",1820,1852,33,72.8,74.08,1.28,non-violent,0,Self-filmed,,,,Violent,Shouting,1820,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109_Public transport violence.mp4,4
109,109_5,Unimodal(Video),1857,1905,49,74.28,76.2,1.92,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109_Public transport violence.mp4,5
109,109_6,Unimodal(Video),1906,2080,175,76.24,83.2,6.96,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109_Public transport violence.mp4,6
110,110_1,Unimodal(Video),0,2,3,0,0.07,0.07,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,1
110,110_2,Unimodal(Video),3,31,29,0.1,1.03,0.93,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,2
110,110_3,Unimodal(Video),32,84,53,1.07,2.8,1.73,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,3
110,110_4,Unimodal(Video),85,367,283,2.83,12.23,9.4,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,4
110,110_5,Unimodal(Video),373,709,337,12.43,23.63,11.2,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,5
110,110_6,Unimodal(Video),710,737,28,23.67,24.57,0.9,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,6
110,110_7,Unimodal(Video),738,845,108,24.6,28.17,3.57,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,7
110,110_8,"Multimodal(Video, Text)",846,866,21,28.2,28.87,0.67,non-violent,0,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,8
110,110_9,Unimodal(Video),867,1399,533,28.9,46.63,17.73,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,9
110,110_10,"Multimodal(Video, Sound)",1400,1607,208,46.67,53.57,6.9,violent,1,Self-filmed,,,,Violent,Shouting,1410,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,10
110,110_11,"Multimodal(Video, Sound, Text)",1608,1621,14,53.6,54.03,0.43,violent,1,Self-filmed,Violent,ATTACKS,,Violent,Shouting,1608,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,11
110,110_12,"Multimodal(Video, Sound)",1622,1904,283,54.07,63.47,9.4,violent,1,Self-filmed,,,,Violent,Shouting,1622,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,12
110,110_13,"Multimodal(Video, Sound, Text)",1905,1927,23,63.5,64.23,0.73,violent,1,Self-filmed,Violent,PUNCHING,,Violent,Shouting,1905,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,13
110,110_14,"Multimodal(Video, Sound)",1928,2171,244,64.27,72.37,8.1,violent,1,Self-filmed,,,,Violent,Shouting,1928,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,14
110,110_15,"Multimodal(Video, Sound, Text)",2172,2186,15,72.4,72.87,0.47,violent,1,Self-filmed,Violent,VIOLENCE,,Violent,Shouting,2172,2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,15
110,110_16,"Multimodal(Video, Sound)",2187,2283,97,72.9,76.1,3.2,violent,1,Self-filmed,,,,Violent,Shouting,2187,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,16
111,111_1,Unimodal(Video),0,2217,2218,0,73.97,73.97,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111_More transit violence, as union calls for additional safety measures.mp4",1
112,112_1,"Multimodal(Video, Sound)",0,513,514,0,17.24,17.24,non-violent,0,Self-filmed,,,,Violent,Shouting,0,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,1
112,112_2,"Multimodal(Video, Sound)",514,688,175,17.27,23.12,5.85,violent,1,Self-filmed,,,,Violent,Shouting,514,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,2
112,112_3,"Multimodal(Video, Sound)",689,782,94,23.16,26.28,3.12,non-violent,0,Self-filmed,,,,Violent,Shouting,689,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,3
112,112_4,"Multimodal(Video, Sound)",783,883,101,26.32,29.68,3.36,violent,1,Self-filmed,,,,Violent,Shouting,783,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,4
112,112_5,"Multimodal(Video, Sound)",884,934,51,29.71,31.39,1.68,none,,Self-filmed,,,,Violent,Shouting,884,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,5
112,112_6,"Multimodal(Video, Sound)",935,1408,474,31.42,47.32,15.9,violent,1,Self-filmed,,,,Violent,Shouting,935,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,6
112,112_7,"Multimodal(Video, Sound)",1409,1488,80,47.35,50.01,2.66,none,,Self-filmed,,,,Violent,Shouting,1409,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,7
112,112_8,"Multimodal(Video, Sound)",1489,2913,1425,50.04,97.9,47.86,violent,1,Self-filmed,,,,Violent,Shouting,1489,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112_Cincy district bar fight caught on cell phone video.mp4,8
113,113_1,Unimodal(Video),0,51,52,0,1.7,1.7,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113_Fight caught on camera near bar with past issues.mp4,1
113,113_2,Unimodal(Video),52,756,705,1.74,25.23,23.49,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113_Fight caught on camera near bar with past issues.mp4,2
113,113_3,Unimodal(Video),810,913,104,27.03,30.46,3.43,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113_Fight caught on camera near bar with past issues.mp4,3
113,113_4,Unimodal(Video),914,2001,1088,30.5,66.77,36.27,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113_Fight caught on camera near bar with past issues.mp4,4
113,113_5,Unimodal(Video),2002,2292,291,66.8,76.48,9.68,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113_Fight caught on camera near bar with past issues.mp4,5
113,113_6,Unimodal(Video),2293,2930,638,76.51,97.76,21.25,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113_Fight caught on camera near bar with past issues.mp4,6
114,114_1,Unimodal(Video),0,32,33,0,1.07,1.07,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,1
114,114_2,"Multimodal(Video, Text)",33,748,716,1.1,24.96,23.86,non-violent,0,News,Violent,Brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,2
114,114_3,Unimodal(Video),754,1192,439,25.16,39.77,14.61,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,3
114,114_4,Unimodal(Video),1193,1237,45,39.81,41.27,1.46,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,4
114,114_5,Unimodal(Video),1238,1391,154,41.31,46.41,5.1,non-violent,0,News,,Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,5
114,114_6,Unimodal(Video),1392,2313,922,46.45,77.18,30.73,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,6
114,114_7,Unimodal(Video),2314,2621,308,77.21,87.45,10.24,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,7
114,114_8,Unimodal(Video),2622,3392,771,87.49,113.18,25.69,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,8
114,114_9,"Multimodal(Video, Text)",3393,3606,214,113.21,120.32,7.11,non-violent,0,News,Violent,Brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,9
114,114_10,Unimodal(Video),3607,3840,234,120.35,128.13,7.78,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114_Bar fight caught on camera.mp4,10
115,115_1,Unimodal(Video),0,10,11,0,0.33,0.33,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,1
115,115_2,Unimodal(Video),11,192,182,0.37,6.41,6.04,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,2
115,115_3,Unimodal(Video),198,567,370,6.61,18.92,12.31,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,3
115,115_4,Unimodal(Video),568,611,44,18.95,20.39,1.44,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,4
115,115_5,Unimodal(Video),617,1211,595,20.59,40.41,19.82,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,5
115,115_6,Unimodal(Video),1220,1423,204,40.71,47.48,6.77,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,6
115,115_7,Unimodal(Video),1426,1877,452,47.58,62.63,15.05,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,7
115,115_8,Unimodal(Video),1878,2170,293,62.66,72.41,9.75,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,8
115,115_9,Unimodal(Video),2171,2440,270,72.44,81.41,8.97,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,9
115,115_10,Unimodal(Video),2441,2755,315,81.45,91.93,10.48,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115_Deadly punch caught on video outside Ybor City bar.mp4,10
116,116_1,Unimodal(Video),0,102,103,0,3.4,3.4,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",1
116,116_2,Unimodal(Video),109,179,71,3.64,5.97,2.33,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",2
116,116_3,"Multimodal(Video, Text)",180,1304,1125,3.64,43.51,39.87,non-violent,0,Self-filmed,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",3
116,116_4,"Multimodal(Video, Text)",1307,1562,256,43.61,52.12,8.51,non-violent,0,News,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",4
116,116_5,Unimodal(Video),1563,2644,1082,52.15,88.22,36.07,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",5
117,117_1,Unimodal(Video),0,597,598,0,19.92,19.92,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,1
117,117_2,Unimodal(Video),598,697,100,19.95,23.26,3.31,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,2
117,117_3,Unimodal(Video),698,805,108,23.29,26.86,3.57,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,3
117,117_4,Unimodal(Video),806,825,20,26.89,27.53,0.64,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,4
117,117_5,Unimodal(Video),826,1323,498,27.56,44.14,16.58,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,5
117,117_6,Unimodal(Video),1324,1357,34,44.18,45.28,1.1,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,6
117,117_7,Unimodal(Video),1358,1767,410,45.31,58.96,13.65,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,7
117,117_8,Unimodal(Video),1768,1852,85,58.99,61.8,2.81,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,8
117,117_9,Unimodal(Video),1853,2320,468,61.83,77.41,15.58,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,9
117,117_10,Unimodal(Video),2321,2361,41,77.44,78.78,1.34,none,,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,10
117,117_11,Unimodal(Video),2362,2840,479,78.81,94.76,15.95,none,,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,11
118,118_1,Unimodal(Video),0,61,62,0,2.04,2.04,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118_Video shows gunmen attack store clerk.mp4,1
118,118_2,Unimodal(Video),62,136,75,2.07,4.54,2.47,non-violent,0,News,,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118_Video shows gunmen attack store clerk.mp4,2
118,118_3,"Multimodal(Video, Text)",137,228,92,4.57,7.61,3.04,non-violent,0,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118_Video shows gunmen attack store clerk.mp4,3
